,entity_label,entity_text
4,GPE,Little Rock
4,GPE,Arkansas
4,GPE,Baltimore
4,GPE,Maryland
4,GPE,Danbury
4,GPE,Connecticut
4,GPE,Kentucky
4,GPE,Florida
4,GPE,Texas
4,GPE,Texas
4,GPE,Texas
4,GPE,Boston
4,GPE,New York City
4,GPE,Boston
4,GPE,New York
4,GPE,US
4,GPE,U.S.
4,GPE,California
4,GPE,New York
4,PERSON,Psaki
4,PERSON,Psaki
4,GPE,Delaware
4,GPE,Salt Lake City
4,GPE,Oregon
4,GPE,Oregon
4,GPE,Oregon
4,GPE,Oregon
4,GPE,Oregon
4,GPE,Oregon
4,GPE,Laredo
4,GPE,Arizona
4,GPE,U.S.
4,GPE,Arizona
4,GPE,U.S.
4,GPE,South Carolina
4,GPE,US
4,GPE,Haiti
4,GPE,Afghanistan
4,GPE,U.S.
4,GPE,China
4,GPE,Russia
4,GPE,Qatar
4,GPE,Yemen
4,GPE,Qatar
4,GPE,Yemen
4,GPE,Qatar
4,GPE,Qatar
4,GPE,Yemen
4,GPE,U.S.
4,GPE,U.S.
4,GPE,D-Conn.
4,GPE,Qatar
4,GPE,Yemen
4,GPE,U.S.
4,GPE,Yemen
4,GPE,Yemen
4,GPE,Saudi Arabia
4,GPE,Yemen
4,GPE,CHICAGO
4,GPE,U.S.
4,GPE,California
4,GPE,California
4,GPE,New York City
4,GPE,Virginia
4,GPE,Virginian
4,GPE,Virginia
4,GPE,South Carolina
4,GPE,South Carolina
4,GPE,the United States
4,PERSON,Psaki
4,GPE,U.S.
4,PERSON,Psaki
4,GPE,U.S.
4,GPE,Washington
4,GPE,the United States
4,GPE,McAllen
4,GPE,Texas
4,GPE,Wuhan
4,GPE,WASHINGTON
4,GPE,U.S.
4,GPE,Lanham
4,GPE,Md.
4,GPE,U.S.
4,GPE,U.S.
4,GPE,China
4,GPE,the United Kingdom
4,GPE,Ireland
4,GPE,Brazil
4,GPE,South Africa
4,GPE,India
4,GPE,U.S.
4,GPE,U.S.
4,GPE,U.S.
4,GPE,New York City
4,GPE,U.S.
4,GPE,U.S.
4,GPE,U.S.
4,GPE,U.S.
4,GPE,La Joya
4,GPE,Texas
4,GPE,Texas
4,GPE,U.S.
4,GPE,Texas
4,GPE,the United States
4,GPE,Texas
4,GPE,Texas
4,GPE,U.S.
4,GPE,Texas
4,GPE,Florida
4,GPE,Florida
4,GPE,D-N.Y.
4,GPE,U.S.
4,GPE,D-Mass.
4,GPE,New York
4,GPE,U.S.
4,GPE,U.S.
4,GPE,U.S.
4,GPE,Texas
4,GPE,TEXAS
4,GPE,the United States
4,GPE,the United States
4,GPE,the United States
4,GPE,Florida
4,GPE,Florida
4,PERSON,Psaki
4,GPE,Florida
4,PERSON,PSAKI
4,GPE,FLORIDA
4,PERSON,Psaki
4,GPE,Florida
4,GPE,New York
4,GPE,Michigan
4,GPE,Pennsylvania
4,GPE,Florida
4,GPE,Texas
4,PERSON,Psaki
4,GPE,Florida
4,GPE,Florida
4,GPE,Florida
4,GPE,Florida
4,GPE,Florida
4,PERSON,Psaki
4,PERSON,Psaki
4,GPE,New York City
4,GPE,U.S.
4,GPE,North Dakota
4,GPE,Washington
4,GPE,D.C.
4,GPE,U.S.
4,GPE,North Dakota
4,GPE,California
4,GPE,New York
4,GPE,Hawaii
4,GPE,Oregon
4,GPE,Texas
4,GPE,Georgia
4,GPE,California
4,GPE,New York
4,GPE,D-Calif.
4,GPE,U.S.
4,GPE,Merck
5,CARDINAL,eight
5,CARDINAL,eight
5,CARDINAL,eight
5,CARDINAL,eight
5,CARDINAL,12
5,CARDINAL,two
5,CARDINAL,three
5,CARDINAL,100
5,CARDINAL,500 million
5,CARDINAL,five
5,CARDINAL,a half a million
5,CARDINAL,seven
5,CARDINAL,one
5,CARDINAL,1-10
5,CARDINAL,nine
5,CARDINAL,10
5,CARDINAL,10
5,CARDINAL,eight
5,CARDINAL,one
5,CARDINAL,three
5,CARDINAL,12
5,CARDINAL,all five hundred million
5,CARDINAL,one
5,CARDINAL,thousands
5,CARDINAL,nearly 500
5,CARDINAL,fewer than a dozen
5,CARDINAL,Five
5,CARDINAL,two
5,CARDINAL,over 100
5,CARDINAL,two
5,CARDINAL,three
5,CARDINAL,four
5,CARDINAL,three
5,CARDINAL,Millions
5,CARDINAL,Nearly two dozen
5,CARDINAL,23
5,CARDINAL,at least one
5,CARDINAL,More than 200 million
5,CARDINAL,three
5,CARDINAL,hundreds of thousands
5,CARDINAL,24
5,CARDINAL,25
5,CARDINAL,one
5,CARDINAL,"1,000"
5,CARDINAL,nearly three-quarters
5,CARDINAL,about the 50 million
5,CARDINAL,"20,000"
5,CARDINAL,one
5,CARDINAL,eight
5,CARDINAL,One
5,CARDINAL,at least 100
5,CARDINAL,thousands
5,CARDINAL,three
5,CARDINAL,three
5,CARDINAL,"1,000"
5,CARDINAL,hundreds of millions
5,CARDINAL,billions
5,CARDINAL,thousands
5,CARDINAL,half
5,CARDINAL,one
5,CARDINAL,hundreds
5,CARDINAL,thousands
5,CARDINAL,half
5,CARDINAL,"80,000"
5,CARDINAL,nearly 80 million
5,CARDINAL,"803,000"
5,CARDINAL,seven
5,CARDINAL,38
5,CARDINAL,26
5,CARDINAL,hundreds
5,CARDINAL,thousands
5,CARDINAL,HUNDREDS
5,CARDINAL,one
5,CARDINAL,THOUSANDS
5,CARDINAL,"more than 100,000"
5,CARDINAL,"173,620"
5,CARDINAL,62
5,CARDINAL,thousands
5,CARDINAL,hundreds of thousands
5,CARDINAL,hundreds of thousands
5,CARDINAL,hundreds of thousand
5,CARDINAL,"800,000"
5,CARDINAL,three
5,CARDINAL,two
5,CARDINAL,two
5,CARDINAL,"119,500"
5,CARDINAL,"156,754"
5,CARDINAL,"about 117,000"
5,CARDINAL,"1,866"
5,CARDINAL,"102,652"
5,CARDINAL,an extra 10
5,CARDINAL,four
5,CARDINAL,100
5,CARDINAL,"131,000"
5,CARDINAL,844
5,CARDINAL,508
5,CARDINAL,844
5,CARDINAL,one
5,CARDINAL,"more than 70,000"
5,CARDINAL,about 300
5,CARDINAL,"100,000"
5,CARDINAL,84.3
5,CARDINAL,two
5,CARDINAL,27
5,CARDINAL,Five
5,CARDINAL,"90,000"
5,CARDINAL,"an estimated 92,455"
5,CARDINAL,one
5,CARDINAL,two-thirds
5,CARDINAL,approximately 3 million
5,CARDINAL,just over 100
5,CARDINAL,"100,000"
5,CARDINAL,nearly six
5,CARDINAL,14
5,CARDINAL,two
5,CARDINAL,Tens of millions
5,CARDINAL,at least 100
5,CARDINAL,three
5,CARDINAL,More than four-fifths
5,CARDINAL,at least one
5,CARDINAL,"more than 800,000"
5,CARDINAL,three
5,CARDINAL,5
5,CARDINAL,12
5,CARDINAL,100
5,CARDINAL,84 million
5,CARDINAL,"6,500"
5,CARDINAL,"250,000"
5,CARDINAL,27
5,CARDINAL,three
5,CARDINAL,three
5,CARDINAL,more than 17 million
5,CARDINAL,"about 76,000"
5,CARDINAL,four
5,CARDINAL,about half
5,CARDINAL,10
5,CARDINAL,14
5,CARDINAL,25
5,CARDINAL,14
5,CARDINAL,two
5,CARDINAL,millions
5,CARDINAL,more than a dozen
5,CARDINAL,seven
5,CARDINAL,millions
5,CARDINAL,at least 36
5,CARDINAL,one
5,CARDINAL,706(2)(A
5,CARDINAL,42
5,CARDINAL,100
5,CARDINAL,Hundreds
5,CARDINAL,two
5,CARDINAL,27
5,CARDINAL,tens of thousands
5,CARDINAL,27
5,CARDINAL,tens of thousands
5,CARDINAL,"more than 800,000"
5,CARDINAL,"More than 450,000"
5,CARDINAL,"385,343"
5,CARDINAL,Seven
5,CARDINAL,"600,000"
5,CARDINAL,two
5,CARDINAL,two
5,CARDINAL,one
5,CARDINAL,two
5,CARDINAL,one
5,CARDINAL,12
5,CARDINAL,just four
5,CARDINAL,two
5,CARDINAL,one
5,CARDINAL,"about 1,400"
5,CARDINAL,less than 200
5,CARDINAL,Ten
5,CARDINAL,"NEARLY 800,000"
5,CARDINAL,"roughly 800,000"
5,CARDINAL,at least 30
5,CARDINAL,"more than 1,000"
5,CARDINAL,One
5,CARDINAL,"nearly 119,000"
5,CARDINAL,two
5,CARDINAL,14
5,CARDINAL,14
5,CARDINAL,Twelve
5,CARDINAL,"approximately 14,000"
5,CARDINAL,OVER 150
5,CARDINAL,hundreds of thousands
5,CARDINAL,100
5,CARDINAL,160
5,CARDINAL,84 million
5,CARDINAL,at least five
5,CARDINAL,218
5,CARDINAL,more than 150
5,CARDINAL,OVER 100
5,CARDINAL,Two
5,CARDINAL,911
5,CARDINAL,more than 100
5,CARDINAL,one
5,CARDINAL,50
5,CARDINAL,at least two
5,CARDINAL,at least five
5,CARDINAL,one
5,CARDINAL,one
5,CARDINAL,76
5,CARDINAL,seven
5,CARDINAL,three
5,CARDINAL,two
5,CARDINAL,over 100
5,CARDINAL,100
5,CARDINAL,26
5,CARDINAL,20
5,CARDINAL,24/7
5,CARDINAL,two
5,CARDINAL,two
5,CARDINAL,3.3 million
5,CARDINAL,seven
5,CARDINAL,hundreds
5,CARDINAL,thousands
5,CARDINAL,24/7
5,CARDINAL,50 million
5,CARDINAL,one
5,CARDINAL,30
5,CARDINAL,two
5,CARDINAL,one
5,CARDINAL,three
5,CARDINAL,Nearly half
5,CARDINAL,10
5,CARDINAL,"more than 200,000"
5,CARDINAL,thousands
5,CARDINAL,"164,303"
5,CARDINAL,"more than 400,000"
5,CARDINAL,"Almost 12,000"
5,CARDINAL,51
5,CARDINAL,5
5,CARDINAL,12
5,CARDINAL,10
5,CARDINAL,Five
5,CARDINAL,10
5,CARDINAL,two
5,CARDINAL,32
5,CARDINAL,10
5,CARDINAL,ten
5,CARDINAL,10
5,CARDINAL,more than 100
5,CARDINAL,more than 100
5,CARDINAL,50
5,CARDINAL,more than 30
5,CARDINAL,at least two or three months
5,CARDINAL,one
5,CARDINAL,seven
5,CARDINAL,seven
5,CARDINAL,seven
5,CARDINAL,27
5,CARDINAL,28
5,CARDINAL,"More than 50,000"
5,CARDINAL,more than half
5,CARDINAL,at least 242
5,CARDINAL,seven
5,CARDINAL,one
5,CARDINAL,two
5,CARDINAL,seven
5,CARDINAL,hundreds
5,CARDINAL,thousands
5,CARDINAL,200
5,CARDINAL,"164,303"
5,CARDINAL,"71,929"
5,CARDINAL,hundreds
5,CARDINAL,seven
5,CARDINAL,4000
5,CARDINAL,almost 200 million
5,CARDINAL,8
5,CARDINAL,"1,393"
5,CARDINAL,six
5,CARDINAL,"100,000"
5,CARDINAL,"6,666"
5,CARDINAL,34
5,CARDINAL,"100,000"
5,CARDINAL,25
5,CARDINAL,"over 150,000"
5,CARDINAL,thousands
5,CARDINAL,six
5,CARDINAL,six
5,CARDINAL,four
5,CARDINAL,more than 100
5,CARDINAL,at least one
5,CARDINAL,one
5,CARDINAL,at least one
5,CARDINAL,at least one
5,CARDINAL,at least one
5,CARDINAL,one
5,CARDINAL,more than 53.4 million
5,CARDINAL,about 20 million
5,CARDINAL,4
5,CARDINAL,nearly 2.9 million
5,CARDINAL,273
5,CARDINAL,"11,171"
5,CARDINAL,32
5,CARDINAL,two
5,CARDINAL,"Over 770,000"
5,CARDINAL,at least two
5,CARDINAL,5
5,CARDINAL,45
5,CARDINAL,thousands
5,CARDINAL,one
5,CARDINAL,11
5,CARDINAL,two
5,CARDINAL,five
5,CARDINAL,two
5,CARDINAL,7
5,CARDINAL,7
5,CARDINAL,5
5,CARDINAL,Two
5,CARDINAL,10
5,CARDINAL,100+
5,CARDINAL,about two-thirds
5,CARDINAL,two
5,CARDINAL,one
5,CARDINAL,30
5,CARDINAL,7
5,CARDINAL,11
5,CARDINAL,"1,003"
5,CARDINAL,minus three
5,CARDINAL,100
5,CARDINAL,more than 100
5,CARDINAL,four
5,CARDINAL,16
5,CARDINAL,one
5,CARDINAL,100
5,CARDINAL,hundreds of thousands of dollars
5,CARDINAL,100
5,CARDINAL,more than 100
5,CARDINAL,over 30
5,CARDINAL,three
5,CARDINAL,At least 27
5,CARDINAL,50
5,CARDINAL,49
5,CARDINAL,100
5,CARDINAL,80 million
5,CARDINAL,roughly 84 million
5,CARDINAL,50
5,CARDINAL,one
5,CARDINAL,50
5,CARDINAL,80 million
5,CARDINAL,at least 27
5,CARDINAL,dozens
5,CARDINAL,hundreds
5,CARDINAL,two
5,CARDINAL,two
5,CARDINAL,two
5,CARDINAL,two
5,CARDINAL,millions
5,CARDINAL,at least 100
5,CARDINAL,about 2 million
5,CARDINAL,One
5,CARDINAL,About 194 million
5,CARDINAL,one
5,CARDINAL,"about 700,000"
5,CARDINAL,1.4 million
5,CARDINAL,100
5,CARDINAL,300 million
5,CARDINAL,100
5,CARDINAL,five
5,CARDINAL,many millions
5,CARDINAL,500
5,CARDINAL,nearly 30 million
5,CARDINAL,less than 50
5,CARDINAL,"100,000"
5,CARDINAL,600
5,CARDINAL,30
5,CARDINAL,One
5,CARDINAL,at least one
5,CARDINAL,at least one
5,CARDINAL,"more than 192,000"
5,CARDINAL,more than 1.7 million
5,CARDINAL,one
5,CARDINAL,tens of thousands
5,CARDINAL,"64,000"
5,CARDINAL,zero
5,CARDINAL,10
5,CARDINAL,2024
5,CARDINAL,32
5,CARDINAL,three
5,CARDINAL,dozens
5,CARDINAL,approximately 35
5,CARDINAL,three
5,CARDINAL,one
5,CARDINAL,5
5,CARDINAL,100
5,CARDINAL,100
5,CARDINAL,at least 42
5,CARDINAL,eight
5,CARDINAL,two-thirds
5,CARDINAL,"more than 4,000"
5,CARDINAL,"2,800"
5,CARDINAL,about three-quarters
5,CARDINAL,5
5,CARDINAL,"about 1,070"
5,CARDINAL,roughly 200
5,CARDINAL,millions
5,CARDINAL,5
5,CARDINAL,two
5,CARDINAL,more than 100
5,CARDINAL,more than 100
5,CARDINAL,More than three dozen
5,CARDINAL,42
5,CARDINAL,100
5,CARDINAL,eight
5,CARDINAL,one
5,CARDINAL,40
5,CARDINAL,80 million
5,CARDINAL,23
5,CARDINAL,THOUSANDS
5,CARDINAL,nearly two dozen
5,CARDINAL,"about 12,000"
5,CARDINAL,"326,000"
5,CARDINAL,six
5,CARDINAL,over 100
5,CARDINAL,nearly 30
5,CARDINAL,three
5,CARDINAL,two
5,CARDINAL,one
5,CARDINAL,FOUR
5,CARDINAL,"1,142"
5,CARDINAL,"1,142"
5,CARDINAL,"1,142"
5,CARDINAL,four
5,CARDINAL,976
5,CARDINAL,less than one
5,CARDINAL,130
5,CARDINAL,hundreds
5,CARDINAL,thousands
5,CARDINAL,hundreds
5,CARDINAL,three
5,CARDINAL,three
5,CARDINAL,three
5,CARDINAL,"248,865"
5,CARDINAL,"1,282"
5,CARDINAL,thousands
5,CARDINAL,Dozens
5,CARDINAL,only one
5,CARDINAL,more than 10.4 million
5,CARDINAL,more than 100
5,CARDINAL,more than 100
5,CARDINAL,more than 100 million
5,CARDINAL,"More than 160,000"
5,CARDINAL,two
5,CARDINAL,one
5,CARDINAL,4
5,CARDINAL,Around 300
5,CARDINAL,"nearly 4,000"
5,CARDINAL,two
5,CARDINAL,"roughly 18,000"
5,CARDINAL,"50,000"
5,CARDINAL,2023
5,CARDINAL,one
5,CARDINAL,"over 200,000"
5,CARDINAL,Two
5,CARDINAL,two
5,CARDINAL,two
5,CARDINAL,only 422
5,CARDINAL,"900,000"
5,CARDINAL,358
5,CARDINAL,at least two dozen
5,CARDINAL,At least two dozen
5,CARDINAL,"more than 100,000"
5,CARDINAL,"200,000"
5,CARDINAL,at least one
5,CARDINAL,66 million
5,CARDINAL,5
5,CARDINAL,roughly 28 million
5,CARDINAL,three
5,CARDINAL,one
5,CARDINAL,one
5,CARDINAL,10
5,CARDINAL,2
5,CARDINAL,"320,000"
5,CARDINAL,two
5,CARDINAL,two
5,CARDINAL,three
5,CARDINAL,"3,000"
5,CARDINAL,one
5,CARDINAL,one
5,CARDINAL,10
5,CARDINAL,32
5,CARDINAL,more than three dozen
5,CARDINAL,At least 10
5,CARDINAL,55
5,CARDINAL,"about 5,000"
5,CARDINAL,"about 43,000"
5,CARDINAL,42
5,CARDINAL,1
5,CARDINAL,one
5,CARDINAL,two
5,CARDINAL,two
5,CARDINAL,84
5,CARDINAL,one
5,CARDINAL,"16,000"
5,CARDINAL,11
5,CARDINAL,three
5,CARDINAL,700
5,CARDINAL,"some 15,000"
5,CARDINAL,two
5,CARDINAL,five
5,CARDINAL,approximately 34
5,CARDINAL,two
5,CARDINAL,more than 100
5,CARDINAL,two
5,CARDINAL,one
5,CARDINAL,One
5,CARDINAL,one
5,CARDINAL,millions
5,CARDINAL,thousands
5,CARDINAL,"more than 148,000"
5,CARDINAL,"more than 125,000"
5,CARDINAL,"more than 700,000"
5,CARDINAL,"more than 160,000"
5,CARDINAL,"more than 94,000"
5,CARDINAL,one
5,CARDINAL,four
5,CARDINAL,two
5,CARDINAL,Two
5,CARDINAL,two
5,CARDINAL,three
5,CARDINAL,at least one
5,CARDINAL,"only 194,000"
5,CARDINAL,"500,000"
5,CARDINAL,nearly five million
5,CARDINAL,millions
5,CARDINAL,"2,600"
5,CARDINAL,four
5,CARDINAL,NYC TEACHERS' PLEA TO BLOCK VACCINE MANDATE
5,CARDINAL,at least one
5,CARDINAL,one
5,CARDINAL,three
5,CARDINAL,3.7 million
5,CARDINAL,"almost 52,000"
5,CARDINAL,100
5,CARDINAL,"about 4,700"
5,CARDINAL,two
5,CARDINAL,seven
5,CARDINAL,1000.15
5,CARDINAL,at least one
5,CARDINAL,one
5,CARDINAL,more than 100
5,CARDINAL,one
5,CARDINAL,about 60 million
5,CARDINAL,more than 182 million
5,CARDINAL,one
5,CARDINAL,"some 150,000"
5,CARDINAL,13
5,CARDINAL,100 million
5,CARDINAL,1
5,CARDINAL,"4,000"
5,CARDINAL,10
5,CARDINAL,70 million
5,CARDINAL,150
5,CARDINAL,"up to 30,000"
5,CARDINAL,"as many as 15,000"
5,CARDINAL,"Approximately 12,400"
5,CARDINAL,"8,000"
5,CARDINAL,"an estimated 5,000"
5,CARDINAL,"Only 2,000"
5,CARDINAL,approximately 60 million
5,CARDINAL,more than 100
5,CARDINAL,2/3
5,CARDINAL,more than 182 million
5,CARDINAL,one
5,CARDINAL,more than 100
5,CARDINAL,2/3
5,CARDINAL,one
5,CARDINAL,more than a dozen
5,CARDINAL,100
5,CARDINAL,Hundreds
5,CARDINAL,one
5,CARDINAL,HUNDREDS
5,CARDINAL,more than 100
5,CARDINAL,half
5,CARDINAL,one
5,CARDINAL,seven
5,CARDINAL,seven
5,CARDINAL,Roughly half
5,CARDINAL,nearly half
5,CARDINAL,100
5,CARDINAL,nearly four
5,CARDINAL,10
5,CARDINAL,100
5,CARDINAL,802
5,CARDINAL,minus 3.5
5,CARDINAL,"1,210"
5,CARDINAL,minus 2.8
5,CARDINAL,Nearly seven
5,CARDINAL,"roughly 120,000"
5,CARDINAL,"more than 5,500"
5,CARDINAL,One
5,CARDINAL,"1,210"
5,CARDINAL,minus 2.8
5,CARDINAL,more than 100
5,CARDINAL,more than 100
5,CARDINAL,as many as 100 million
5,CARDINAL,"more than 212,000"
5,CARDINAL,hundred million
5,CARDINAL,one
5,CARDINAL,more than 100
5,CARDINAL,100
5,CARDINAL,more than 80 million
5,CARDINAL,more than 100
5,CARDINAL,millions
5,CARDINAL,MORE THAN 100
5,CARDINAL,over 178 million
5,CARDINAL,Five
5,CARDINAL,46
5,CARDINAL,two
5,CARDINAL,two
5,CARDINAL,55
5,CARDINAL,over 5 million
5,CARDINAL,24
5,CARDINAL,about 80 million
5,CARDINAL,One
5,CARDINAL,two
5,CARDINAL,three
5,CARDINAL,Over 200 million
5,CARDINAL,at least one
5,CARDINAL,over 100
5,CARDINAL,more than 100
5,CARDINAL,about 80 million
5,CARDINAL,About 17 million
5,CARDINAL,more than 100
5,CARDINAL,MORE THAN 100
5,CARDINAL,more than 100
5,CARDINAL,about 80 million
5,CARDINAL,About 17 million
5,CARDINAL,six
5,CARDINAL,MORE THAN 100
5,CARDINAL,more than 100
5,CARDINAL,about 80 million
5,CARDINAL,About 17 million
5,CARDINAL,more than 100
5,CARDINAL,MORE THAN 100
5,CARDINAL,tens of millions
5,CARDINAL,80 million
5,CARDINAL,12
5,CARDINAL,over 100
5,CARDINAL,up to 100 million
5,CARDINAL,more than 100
5,CARDINAL,as many as 100 million
5,CARDINAL,9 million
5,CARDINAL,one
5,CARDINAL,more than 100
5,CARDINAL,as many as 100 million
5,CARDINAL,MORE THAN 100
5,CARDINAL,more than 100
5,CARDINAL,about 80 million
5,CARDINAL,roughly 17 million
5,CARDINAL,hundreds of thousands
5,CARDINAL,23
5,CARDINAL,one
5,CARDINAL,hundreds
5,CARDINAL,one
5,CARDINAL,more than 600
5,CARDINAL,one
5,CARDINAL,23
5,CARDINAL,2
5,CARDINAL,19
5,CARDINAL,dozens
5,CARDINAL,two
5,CARDINAL,four
5,CARDINAL,six
5,CARDINAL,Just over half
5,CARDINAL,nine
5,CARDINAL,only two
5,CARDINAL,14
5,CARDINAL,"roughly 120,000"
5,CARDINAL,"more than 5,500"
5,CARDINAL,One
5,CARDINAL,10
5,CARDINAL,at least 39
5,CARDINAL,three
5,CARDINAL,three
5,CARDINAL,three
5,CARDINAL,one
5,CARDINAL,One hundred thirty-six
5,CARDINAL,456
5,CARDINAL,thousands
5,CARDINAL,"10,000"
5,CARDINAL,"2,600"
5,CARDINAL,200
5,CARDINAL,dozens
5,CARDINAL,Tens of millions
5,CARDINAL,More than 100
5,CARDINAL,134
5,CARDINAL,134
5,CARDINAL,238
5,CARDINAL,at least one
5,CARDINAL,#
5,CARDINAL,48
5,CARDINAL,46
5,CARDINAL,One
5,CARDINAL,two
5,CARDINAL,three
5,CARDINAL,13
5,CARDINAL,two
5,CARDINAL,at least four
5,CARDINAL,two
5,CARDINAL,seven
5,CARDINAL,hundreds
5,CARDINAL,two
5,CARDINAL,"1,226"
5,CARDINAL,"at least 2,363"
5,CARDINAL,"18,962"
5,CARDINAL,"15,234"
5,CARDINAL,"1,363"
5,CARDINAL,"more than 14,000"
5,CARDINAL,less than half
5,CARDINAL,two
5,CARDINAL,"120,000"
5,CARDINAL,two
5,CARDINAL,Ten
5,CARDINAL,11
5,CARDINAL,3
5,CARDINAL,17
5,CARDINAL,dozens
5,CARDINAL,one million
5,CARDINAL,two million
5,CARDINAL,one
5,CARDINAL,two million
5,CARDINAL,six million
5,CARDINAL,more than 200
5,CARDINAL,"8,200"
5,CARDINAL,"nearly 2,000"
5,CARDINAL,two
5,CARDINAL,one
5,CARDINAL,one
5,CARDINAL,11
5,CARDINAL,one
5,CARDINAL,200
5,CARDINAL,"more than 133,000"
5,CARDINAL,nine
5,CARDINAL,85
5,CARDINAL,One
5,CARDINAL,More than
5,CARDINAL,238
5,CARDINAL,49
5,CARDINAL,335
5,CARDINAL,184
5,CARDINAL,200
5,CARDINAL,13
5,CARDINAL,"more than 133,000"
5,CARDINAL,"1,000"
5,CARDINAL,one
5,CARDINAL,40 million
5,CARDINAL,49
5,CARDINAL,46
5,CARDINAL,Three
5,CARDINAL,at least one
5,CARDINAL,one
5,CARDINAL,DOZENS
5,CARDINAL,25
5,CARDINAL,zero
5,CARDINAL,"up to 12,498"
5,CARDINAL,"12,000"
5,CARDINAL,at least one
5,CARDINAL,thousands
5,CARDINAL,dozens
5,CARDINAL,one
5,CARDINAL,51
5,CARDINAL,one
5,CARDINAL,15
5,CARDINAL,125
5,CARDINAL,121
5,CARDINAL,"3,017"
5,CARDINAL,dozens
5,CARDINAL,12
5,CARDINAL,"129,701"
5,CARDINAL,"200,000"
5,CARDINAL,90 million
5,CARDINAL,hundreds
5,CARDINAL,millions
5,CARDINAL,"as many as 10,000"
5,CARDINAL,more than two-third
5,CARDINAL,thousands
5,CARDINAL,millions
5,CARDINAL,"More than 212,000"
5,CARDINAL,"212,672"
5,CARDINAL,"188,000"
5,CARDINAL,"just 40,929"
5,CARDINAL,"212,000"
5,CARDINAL,"95,788"
5,CARDINAL,"104,907"
5,CARDINAL,at least one
5,CARDINAL,49
5,CARDINAL,23
5,CARDINAL,three
5,CARDINAL,two
5,CARDINAL,one
5,CARDINAL,two
5,CARDINAL,"roughly 90,000"
5,CARDINAL,"40,000"
5,CARDINAL,seven
5,CARDINAL,3
5,CARDINAL,Two
5,CARDINAL,three
5,CARDINAL,eight
5,CARDINAL,Seven
5,CARDINAL,zero
5,CARDINAL,two
5,CARDINAL,one
5,CARDINAL,"more than 25,000"
5,CARDINAL,one
5,CARDINAL,15
5,CARDINAL,as many as 17
5,CARDINAL,at least one
5,CARDINAL,at least one
5,CARDINAL,About 165 million
5,CARDINAL,90 million
5,CARDINAL,"2,329"
5,CARDINAL,635
5,CARDINAL,1.1 million
5,CARDINAL,tens of thousands
5,CARDINAL,as many as 17
5,CARDINAL,at least one
5,CARDINAL,at least one
5,CARDINAL,"100,000"
5,CARDINAL,nearly 300 million
5,CARDINAL,135 million
5,CARDINAL,23
5,CARDINAL,millions
5,CARDINAL,nearly 13 million
5,CARDINAL,more than 3 million
5,CARDINAL,"about 400,000"
5,CARDINAL,More than 35
5,CARDINAL,100 million
5,CARDINAL,more than 80
5,CARDINAL,120 million
5,CARDINAL,"1,290"
5,CARDINAL,2.7
5,CARDINAL,"over 120,000"
5,CARDINAL,three
5,CARDINAL,one
5,CARDINAL,hundreds of thousands
5,CARDINAL,Thousands
5,CARDINAL,"7,000"
5,CARDINAL,"1,500"
5,CARDINAL,"7,000"
5,CARDINAL,"over 1,500"
5,CARDINAL,two
5,CARDINAL,two
5,CARDINAL,1.3 million
5,CARDINAL,at least one
5,CARDINAL,at least one
5,CARDINAL,"more than 7,000"
5,CARDINAL,"more than 1,500"
5,CARDINAL,thousands
5,CARDINAL,"7,000"
5,CARDINAL,"over 1,500"
5,CARDINAL,"more than 188,000"
5,CARDINAL,"above 200,000"
5,CARDINAL,"more than 55,000"
5,CARDINAL,"less than 9,000"
5,CARDINAL,"184,000"
5,CARDINAL,over 1 million
5,CARDINAL,ONE
5,CARDINAL,thousand
5,CARDINAL,50
5,CARDINAL,one
5,CARDINAL,one
5,CARDINAL,two
5,CARDINAL,20
5,CARDINAL,two
5,CARDINAL,50
6,NORP,African
6,NORP,African
6,NORP,African
6,NORP,African
6,NORP,Chinese
6,NORP,African
6,NORP,American
6,NORP,Republicans
6,NORP,Republican
6,NORP,Montanans
6,NORP,Haitians
6,NORP,Republicans
6,NORP,Americans
6,NORP,Americans
6,NORP,AMERICANS
6,NORP,Republicans
6,NORP,Democrat
6,NORP,Americans
6,NORP,American
6,NORP,Americans
6,NORP,Americans
6,NORP,Americans
6,NORP,American
6,NORP,American
6,NORP,Republicans
6,NORP,American
6,NORP,Americans
6,NORP,Afghan
6,NORP,American
6,NORP,American
6,NORP,Republican
6,NORP,AndrewMark.Miller@Fox.com
6,NORP,R
6,NORP,American
6,NORP,Americans
6,NORP,American
6,NORP,Americans
6,NORP,Americans
6,NORP,Americans
6,NORP,Americans
6,NORP,Americans
6,NORP,Americans
6,NORP,Americans
6,NORP,Americans
6,NORP,Republicans
6,NORP,American
6,NORP,Republican
6,NORP,Americans
6,NORP,Americans
6,NORP,Americans
6,NORP,Americans
6,NORP,American
6,NORP,Americans
6,NORP,Americans
6,NORP,Americans
6,NORP,Americans
6,NORP,African
6,NORP,Republican
6,NORP,Americans
6,NORP,Americans
6,NORP,Texans
6,NORP,Republicans
6,NORP,Americans
6,NORP,Republicans
6,NORP,American
6,NORP,Republican
6,NORP,Republicans
6,NORP,Americans
6,NORP,Republican
6,NORP,Democrats
6,NORP,American
6,NORP,Americans
6,NORP,Americans
6,NORP,American
6,NORP,American
6,NORP,Americans
6,NORP,Americans
6,NORP,Americans
6,NORP,AndrewMark.Miller@Fox.com
